,DS,iter,Clean,Noisy,SAUCIE,scScope,DeepImpute,MAGIC t=7
0,1,0,0.6788575479940608,0.4763172804081743,0.5458209399403844,0.4732690627491609,0.5211360066458823,0.4610525193400588
1,1,1,0.6893841736968834,0.4758183617963616,0.5384927247003704,0.5116115946457359,0.5344675575586567,0.4735537328183411
2,1,2,0.675672266968405,0.4783280736012375,0.5323039854605408,0.5283721168949598,0.5340689001032849,0.474943065986164
3,1,3,0.6867992660246771,0.4763005702154341,0.5330412232497664,0.5097305043772747,0.5224760049589486,0.4749458510182873
4,1,4,0.6849416495983983,0.4792320154561326,0.5563801903052237,0.5532012750672785,0.5382922023874886,0.4698217897730438
5,1,5,0.6833048464333288,0.4787470220049366,0.4951882602143043,0.5089327916047992,0.5280882425492434,0.4774758537714905
6,1,6,0.6796978319718505,0.4847105715045061,0.5318412722663319,0.5006343905315274,0.5278165029863502,0.4868387339084822
7,1,7,0.6829988907614913,0.4823970055334609,0.519299079029663,0.3431398293014025,0.5284240378509737,0.4700410115873251
8,1,8,0.6810859715544776,0.4720856230276005,0.481925141519418,0.4178986455195199,0.5242930394885726,0.4694255194880634
9,1,9,0.6939297439839327,0.4778406929796501,0.5131660404323006,0.527103335831905,0.5247895709299938,0.4722917154047288
10,1,10,0.6824486479862627,0.4815841740151728,0.486765925211543,0.5206812506863114,0.5282143647182582,0.473796428474805
11,1,11,0.681685151322731,0.4843524959457889,0.5280874468257795,0.520562488959337,0.5224596926279405,0.4757312300770738
12,1,12,0.6823627098521705,0.4793939451810191,0.4979856260513496,0.5053397023039378,0.5324647216002317,0.4656004767974995
13,1,13,0.6797400053154328,0.4758454163941314,0.5045897329392911,0.5044262117674768,0.5342634544901879,0.4792312197326687
14,1,14,0.6875464503572003,0.4776584723064362,0.5109205088174117,0.4263460458113912,0.5400718379143133,0.4693479364503413
15,1,15,0.6872003106504403,0.4781227769475729,0.4870826231501419,0.4767917305234746,0.5389944283443063,0.4634556042007833
16,1,16,0.6796270125835708,0.4778506395229479,0.5336026061534886,0.5330826008698848,0.5330269002274178,0.4674851478215479
17,1,17,0.6915481436567312,0.4711995849506413,0.5648156547451377,0.4969567556126354,0.521028981839999,0.4633318692021599
18,1,18,0.6788730646016052,0.4808895074312614,0.5416807907581495,0.4722976833307074,0.5268429353283712,0.4699383632604929
19,1,19,0.6853442856710894,0.4802760046406592,0.5335333782121368,0.5073063328447591,0.5326863305849044,0.4649177460655453
20,1,20,0.6937936752716202,0.4764350474808191,0.5052724636712452,0.4365098216147138,0.5369124179012317,0.4733627591870252
21,1,21,0.6912736190617148,0.4804411172594011,0.5157223020598097,0.3523381936122502,0.5232864493068452,0.4739317014636538
22,1,22,0.6869826802830865,0.4812730461408207,0.548759944553989,0.5152981814535957,0.5280934147517582,0.4713272985665837
23,1,23,0.685228507907104,0.4766813238928701,0.5254524085753526,0.5442306865979479,0.5287845005800824,0.4681428132643918
24,1,24,0.6848644644224082,0.4759476668592317,0.5213958103568184,0.5067986612748445,0.5263006497877805,0.4749283451020833
25,1,25,0.6787011883334209,0.4714808731951003,0.5212617309531653,0.4802843597370293,0.5273319073968862,0.4699761601250241
26,1,26,0.6887193467428653,0.4782660071710599,0.5547744203552427,0.51983121909609,0.5453017303802443,0.464992941932876
27,1,27,0.6950139172033821,0.4776063524195563,0.5328295608083914,0.5568795067787682,0.5323895257329011,0.4800750844660456
28,1,28,0.6747898096470331,0.4810645665933009,0.5515732248603108,0.4759267791183065,0.5273346924290095,0.4697012376682756
29,1,29,0.6861742252438494,0.4765150176889326,0.5119820039181424,0.4930360271755477,0.5378521673119985,0.4778184127226633
30,2,0,0.8096753526096596,0.4457723291743878,0.4405377018817795,0.4511261338785025,0.5048751246654863,0.4869076623063214
31,2,1,0.8078561706060211,0.4440976835078003,0.4558703705142056,0.4750821071863597,0.5035745456344153,0.4924375051014227
32,2,2,0.8051750903675736,0.443595808432599,0.4352300692267326,0.496689473347851,0.499561109355563,0.489053515236272
33,2,3,0.802687947996897,0.4464076104574703,0.4310206184007689,0.4570526823842949,0.4931502694164408,0.4880367817520387
34,2,4,0.8065882842854103,0.4438734430185216,0.4458944935157595,0.49638111371877,0.5049309878848108,0.490998491682177
35,2,5,0.8020412940328581,0.4456010985143158,0.4395547730308031,0.4180062651944045,0.5067509384233234,0.486604875917728
36,2,6,0.8031099499512103,0.4474576225918729,0.4565083035151341,0.4154907960454248,0.4902262340469397,0.4910584155999498
37,2,7,0.8095243763864118,0.4444876577250904,0.4348423243056376,0.448375607520686,0.5054476776960959,0.4907703185835956
38,2,8,0.8068594517321264,0.4458396550096005,0.4515535918853618,0.4630272343414085,0.4957317726079727,0.4921477402008738
39,2,9,0.801815829883443,0.4437501749302561,0.4585685438403497,0.4834335739910356,0.4941032962651521,0.4879130040324916
40,2,10,0.8077850838554669,0.4432468826985494,0.4233047353875835,0.4375071835526996,0.5032468390937339,0.4911848477626437
41,2,11,0.8037287077344996,0.4462619921759334,0.4576612584431527,0.4422068969464228,0.500287238546548,0.4873846771860559
42,2,12,0.8089637383716517,0.4366322256756327,0.4474759420650068,0.4697190255577362,0.5072536801442339,0.4905135516272159
43,2,13,0.8083071861144825,0.4383847604440006,0.4233396192400253,0.4751046617772042,0.5077559149591634,0.4898102495571726
44,2,14,0.8000251545279718,0.4463066080781463,0.4210117434581535,0.4658531316229072,0.4978142786421297,0.4887620660997223
45,2,15,0.8034049419790236,0.4372738351075724,0.4643010781699441,0.4786021086471211,0.5067158637998136,0.4916328545388321
46,2,16,0.8095512587551998,0.445329530448357,0.4221131574941893,0.4939911501301535,0.5027600567353157,0.4876839043315797
47,2,17,0.806084190815218,0.4460544223527005,0.4162225448070139,0.4422638530114371,0.5042717866350968,0.4907629929745828
48,2,18,0.8031847921665038,0.4489653544751281,0.4551815724959355,0.514886795766899,0.5095379129563398,0.4883386033840879
49,2,19,0.8054401912943259,0.4413708808949452,0.4379499032450022,0.4580942433603834,0.496696294776184,0.4905154811403041
50,2,20,0.8113277679962183,0.4439835887826067,0.4492992774273268,0.4828155029835913,0.5058207332449518,0.4841852174497205
51,2,21,0.8033246927666016,0.4411627687368189,0.428696830570355,0.436298212788502,0.5009074189369446,0.4880296850683077
52,2,22,0.8108378297392745,0.4441898286589653,0.4378722703215133,0.4573859703413671,0.5063164763929661,0.4916094823576959
53,2,23,0.8037315747511221,0.4454403139328695,0.4253565654339993,0.4663774877058266,0.5028530113008692,0.4893964834623967
54,2,24,0.803177199477996,0.4406484008819619,0.4205289182367466,0.4757533433651662,0.4947621868305554,0.4881602923920907
55,2,25,0.8063904546878515,0.446002758822174,0.4584701713764637,0.4569842936817031,0.5022624767344462,0.4879585492623359
56,2,26,0.804431895341902,0.4449785089578598,0.447249573115669,0.4023955613568128,0.4961311000581987,0.4898550371533469
57,2,27,0.8070525992626153,0.4434035302731201,0.4285299222376247,0.4726415647370037,0.5115140559441608,0.4858799513097728
58,2,28,0.8069975318311746,0.444980351261317,0.394385476653096,0.5100084307185568,0.4980984130708705,0.488415636741363
59,2,29,0.8046969417626347,0.4424840546046753,0.4519063766455878,0.4776088972355773,0.5075340645588371,0.4927553678549932
60,3,0,0.8245126390600416,0.4535344708757898,0.4645491243226137,0.4925595438109001,0.4157411494215677,0.5021894647252431
61,3,1,0.8283896523213506,0.4513962390149184,0.4731002799367084,0.4620489712404267,0.4089212425608147,0.5037462510244151
62,3,2,0.8258706707629656,0.4536668123494763,0.4873013047818569,0.5033131695259118,0.4090462521896073,0.5017485184097635
63,3,3,0.8280266457936256,0.457013156681572,0.4811702083295224,0.4765789253512432,0.4094194175648734,0.5044180864314762
64,3,4,0.8196271094339591,0.4584142918722236,0.5009910197739337,0.4448736119923174,0.4148611264627415,0.507496587101132
65,3,5,0.8212190577504597,0.4569222358551929,0.4880294889630302,0.459891213352924,0.4099825343860416,0.5060057552890076
66,3,6,0.826924087577189,0.4520796643083471,0.470195633514779,0.5078737997787924,0.4118208157138302,0.4995979999482993
